,condition_label,medical_abstract
61,1,"Primary CT diagnosis of abdominal masses in a PACS environment Whether the display medium--film versus cathode ray tube (CRT)--affects observer performance during interpretation of computed tomographic (CT) images is an important research issue in these times of implementation and growth of picture archiving and communications systems in radiology. The authors performed a multiobserver receiver operating characteristic (ROC) study to determine the performance of radiologists who read abdominal CT studies displayed on film, as well as on a high-resolution workstation (video monitor) that made use of three different display modes. A total of 166 examinations were evaluated by eight radiologists, who recorded their ordinal confidence ratings of the demonstration of presence or absence of abdominal masses. ROC analysis showed small differences in the confidence ratings assigned by individual readers for the detection and interpretation tasks. Results for the group as a whole showed no significant reduction or improvement in observer performance when ratings for any one of the workstation display modes were analyzed. The results of this study demonstrate that current CRT display technology is adequate for enabling the primary detection of abdominal masses with CT examinations. "
62,0,"Recurrent tension headache in adolescents treated with self-help relaxation training and a muscle relaxant drug. Forty-eight adolescents suffering from recurrent tension headache participated in a controlled trial conducted in a high school setting. During the first treatment phase self-help relaxation training was compared with a waiting-list group. Following this phase a pharmacological regimen consisting of a muscle relaxant (chlormezanone) and placebo was superimposed on relaxation therapy in a double-blind crossover design. Each treatment phase encompassed a 5-week period. In addition to the evaluation of headache complaints, psychological distress among students was measured with respect to their experience of somatic complaints, depressive, anxiety and stress symptoms. Although self-help relaxation training significantly decreased the severity and annoyance of adolescents' headache besides their somatic complaints, the clinical improvement of headache was modest. The addition of chlormezanone did not help those who were nonresponders to self-help relaxation training. Finally, a set of pretreatment variables consisting of baseline headache severity and annoyance, experience of anxiety and daily life stress among adolescents could predict outcome of self-help relaxation therapy. "
63,0,"Gallium-67 imaging in retroperitoneal fibrosis: significance of a negative result. A patient with retroperitoneal fibrosis and right peritracheal and hilar lymphadenopathy was studied using gallium-67-citrate. No abnormal uptake was seen in the regions of retroperitoneal fibrosis, while there was avid uptake in chest lesions later shown to represent small cell lung carcinoma. Retroperitoneal fibrosis which does not show gallium uptake is most likely mature, with few inflammatory elements. In patients with multiple retroperitoneal and/or mediastinal masses, gallium imaging may be useful in identifying the most active sites of disease for possible biopsy and for subsequent monitoring of response to therapy. "
64,4,"Coronary angioplasty after coronary bypass surgery: initial results and late outcome in 422 patients. From 1978 to 1988, coronary angioplasty was performed in 422 patients with prior coronary artery bypass surgery (264 patients with native coronary artery angioplasty and 158 patients with graft angioplasty). Angioplasty was successful in 84%, unsuccessful but uncomplicated in 11% and complicated by one or more major cardiac events in 5% (myocardial infarction 5%, emergency bypass surgery 2% and death 0.2%). Follow-up data were obtained in 99% of 356 patients with successful angioplasty. At a mean of 33 +/- 26 months, 92% were alive, 73% had improvement in angina and 61% were free of angina. One or more of the following late events occurred in 67 patients (19%): myocardial infarction (6%), elective reoperation (13%) and cardiac death (6%). Repeat angioplasty was performed in 27%, with a success rate of 89% and no deaths. Initial success rates were equal in native vessel versus graft angioplasty, but late outcome was less favorable with the latter because of a higher rate of infarction (11% versus 4%, p less than 0.05) and need for reoperation (19% versus 10%, p less than 0.05). The initial success rate was higher in vein grafts less than 1 year old compared with grafts 1 to 4 years or greater than 4 years after operation (92% versus 85% versus 83%, respectively) and adverse late events were less frequent after angioplasty in recent vein grafts (less than 1 year 13%, 1 to 4 years 35%, greater than 4 years 29%; less than 1 versus greater than 1 year, p less than 0.05). "
65,4,"Effects of inosine on glycolysis and contracture during myocardial ischemia. The effects of inosine (INO) on substrate metabolism and rigor formation in ischemic myocardium were examined in isolated rabbit hearts. Metabolite content was assessed in tissue extracts by chemical analysis and in the whole heart by 13C and 31P nuclear magnetic resonance spectroscopy. In ischemic hearts metabolizing either [3-13C]pyruvate or [1-13C]glucose, 1 mM INO increased both total and 13C-labeled alanine content; lactate content was unaffected. At 3 minutes of ischemia, tissue alanine was 1.81 +/- 0.11 microM/g wet wt (mean +/- SEM) in hearts perfused with pyruvate+INO versus 1.23 +/- 0.15 microM/g wet wt in hearts perfused with pyruvate alone (p less than 0.05). INO reduced tissue glycogen during ischemia in pyruvate-perfused hearts. Tissue alanine content in ischemic hearts that were supplied glucose+INO (1.29 +/- 0.13 microM/g wet wt) was greater than in ischemic hearts supplied glucose alone (0.65 +/- 0.14 microM/g wet wt). Alanine was found to originate from pyruvate and was a glycolytic end product in glucose-perfused hearts. INO raised the [3-13C]alanine/[3-13C]lactate ratio in ischemic, intact hearts (glucose = 0.24 +/- 0.07 versus glucose+INO = 0.60 +/- 0.09; pyruvate = 0.49 +/- 0.08 versus pyruvate+INO = 0.89 +/- 0.08). At 7 minutes of ischemia, ATP content fell to 70 +/- 3% with glucose+INO versus 58 +/- 5% with glucose alone. Rigor (stone heart) was delayed from 14.7 +/- 1.3 to 23.2 +/- 1.6 minutes with INO. INO did not change ATP content in ischemic hearts that were supplied pyruvate but delayed rigor (pyruvate = 9.9 +/- 1.2 minutes; pyruvate+INO = 15.6 +/- 1.0 minutes), possibly at the expense of glycogen. Supplemental glucose improved the effectiveness of INO with pyruvate to preserve ATP (pyruvate+glucose = 42 +/- 6%; pyruvate+glucose+INO = 72 +/- 6%) and further delayed rigor (pyruvate+glucose = 13.3 +/- 1.5 minutes; pyruvate+glucose+INO = 20.3 +/- 1.8 minutes). Glucose metabolism supported improved energetic and contractile states in ischemic hearts treated with INO. Thus, cardioprotection of the ischemic heart by INO was associated with preservation of functional integrity and improved energy production due to increased glycolytic activity. Activation of glycolysis in the presence of INO was accommodated by augmented alanine production without the additional accumulation of lactate. "
66,1,"Modulation of N-nitrosomethylurea-induced mammary tumor promotion by dietary fiber and fat. A test of the anticancer effects of dietary fiber was conducted using the N-nitrosomethylurea (NMU)-induced rat mammary tumor model. Starting 3 days after NMU treatment, four different groups of F344 rats (30 rats in each group) were fed as follows: Group 1 received a high-fat diet; group 2, a high-fat plus fiber diet (soft white wheat bran, 10% wt/wt); group 3, a low-fat diet; and group 4, a low-fat plus fiber diet. The rats remained on these diets for 15 weeks. Tumor incidence in group 1 was 90% compared with 66% in group 2 (P less than .001). Tumor incidence in group 3 was 63% compared with 47% in group 4 (P greater than .4). These results show that supplemental dietary fiber exerts an inhibitory effect on the promotional phase of NMU-induced mammary carcinogenesis in rats when fed a high-fat but not a low-fat diet. To test whether fiber may exert its antipromoting effect by reducing circulating estrogens, serum 17 beta-estradiol was assayed. No changes were observed in serum 17 beta-estradiol levels among the four groups, suggesting that the protective effect of fiber in this animal model is not mediated by a fiber-induced reduction of circulating 17 beta-estradiol. "
67,3,"Anticardiolipin antibodies: a study of frequency in TIA and stroke. We undertook a prospective study of consecutive patients to determine the frequency of elevated IgG and IgM anticardiolipin antibodies in transient ischemic attack and ischemic stroke and found elevated IgG antibodies in 8.2% (9 of 110) and IgM in 9.1% (10 of 110), only the former being significantly greater than in a healthy control population. We suggest that anticardiolipin screening be concentrated on the young. "
68,4,"When is echocardiography unreliable in patients undergoing catheterization for pediatric cardiovascular disease? Technologic advances in echocardiography (e.g., better spatial resolution, Doppler, and color flow mapping) have improved our ability to demonstrate anatomy and physiology in previously problematic conditions, precluding catheterization and angiography in some instances. However, diagnostic catheterization remains necessary in other instances. The aims of this study were to determine whether echocardiography alone was sufficient to delineate the anatomic and flow abnormalities in patients subsequently selected to undergo catheterization and, if not, under what circumstances was echocardiography unable to establish the definitive diagnosis. Echocardiograms of 252 infants and children who underwent catheterization during a 14-month interval were analyzed retrospectively to determine whether the echographic assessment was nondiscrepant (group 1) or discrepant (group 2) with the catheterization assessment. Any deviation in the complete accurate assessment constituted a discrepancy; identification of more than one discrepancy in a single patient was possible. Independent variables included patient's age, weight, operative status, use of color flow mapping, echocardiograph operator, and interval between echocardiogram and catheterization. To determine whether the discrepancies were clinically significant, data from patients in group 2 were reviewed independently by three cardiologists to determine whether patient management would have changed given the added data provided by catheterization. Echocardiographic evaluations were discrepant in 155 instances. In 54 of 155 instances (35%), discrepancies were judged to be clinically significant (group 3). Twenty-three of 54 cases (43%) involved extracardiac lesions (i.e., aortic arch, pulmonary arterial, bronchial collateral, and pulmonary venous anomalies), 20 of 54 (37%) involved pressure gradients, 7 of 54 (13%) involved intracardiac lesions, and 4 of 54 (7%) involved coronary arterial lesions. "
69,4,"Immunosuppressive therapy in the management of acute myocarditis in children: a clinical trial. To assess whether steroid therapy influenced the clinical course of myocarditis in a pediatric population, findings in 13 consecutive infants and children (8 female, 5 male) with biopsy-proved myocarditis were reviewed. The mean age was 5.7 +/- 4.8 years (range 1.1 to 14.8). Congestive heart failure was present in all as were ST-T wave changes, cardiomegaly and pulmonary edema on chest roentgenogram. Echocardiography demonstrated pericardial effusion in five patients and mitral regurgitation in eight. Mean left ventricular ejection fraction was 34 +/- 12%. Prednisone was administered to all patients; one patient also received azathioprine. There was one death. All survivors showed clinical improvement with normalization of ECG changes, heart size and systolic function. No significant side effects occurred. Repeat myocardial biopsy in eight patients demonstrated improvement in all eight and elimination of the inflammatory infiltrate in six. Immunosuppressive therapy in this pediatric population appeared useful in improving the clinical course and cardiac function in acute myocarditis with no adverse side effects. "
70,2,"Endoscopic variceal ligation in patients who have failed endoscopic sclerotherapy. Endoscopic variceal ligation has been developed as an alternative to endoscopic sclerotherapy. We report a series of 12 men with a history of bleeding esophageal varices who were treated with endoscopic variceal ligation after they had failed sclerotherapy. Hemostasis was achieved in all 10 patients who were bleeding at the time of initial endoscopy and again in those who subsequently re-bled. Over a follow-up period of up to 22 months, varices have been and remain eradicated in five patients; in four others, a reduction in grade was noted before death (two patients), liver transplant, or loss to follow-up (one patient each); two patients died before they could be re-evaluated, while in the remaining patient, no reduction in variceal grade was noted before loss to follow-up. No complication was recorded after 35 endoscopic treatment sessions involving a total of 245 rubber band ligations. Our results indicate that endoscopic variceal ligation may be used with success in patients who fail sclerotherapy. "
71,3,"X-linked sideroblastic anemia and ataxia: linkage to phosphoglycerate kinase at Xq13. Molecular linkage analysis was performed on a kindred with X-linked sideroblastic anemia and ataxia. Two-point analysis with a DNA probe for phosphoglycerate kinase (PGK1), which maps to Xq13, suggested linkage to the disorder by a lod score of at least 2.60 at a recombination fraction of zero. The disease in this kindred appears to be clinically and genetically distinct from that in previously reported families with X-linked hereditary ataxia or spastic paraparesis. No mapping data are available for inherited X-linked sideroblastic anemia without neurologic abnormalities. However, structural alterations of band Xq13 may be involved in the development of idiopathic acquired sideroblastic anemia. No alterations in the restriction patterns of two X-linked genes involved in erythrocyte formation-i.e., a DNA-binding protein (GF-1) and 5-aminolevulinate synthase (ALAS)-were detected in DNA from affected males, arguing against a large deletion in either of these candidate genes. "
72,0,"Brain microemboli during cardiac surgery or aortography We have observed many focal dilatations or very small aneurysms in terminal arterioles and capillaries of 4 of 5 patients and 6 dogs who had recently undergone cardiopulmonary bypass. A smaller number of sausagelike dilatations distended medium-sized arterioles. Two other patients had a small number of the same microvascular changes following proximal aortography. Thirty-four patients and 6 dogs not undergoing cardiopulmonary bypass had none. (A 35th patient who had not undergone cardiopulmonary bypass or aortography showed a small number of dilatations; mediastinal air was a suggested source.) Some of the dilatations exhibited various forms of birefringence. Because most of the dilatations appear empty, we speculate that they are the sites of gas bubbles or fat emboli that have been removed by the solvents used in processing. These microvascular events, occurring only in conjunction with major arterial interventions, may be the anatomical correlate of the neurological deficits or moderate to severe intellectual dysfunction seen in at least 24% of patients after cardiac surgical procedures assisted by cardiopulmonary bypass. "
73,1,"Stage IV neuroblastoma in infants. Long-term survival. Before the advent of multiagent chemotherapy, the prognosis for patients with Stage IV neuroblastoma of all ages was dismal. More recently, marked improvement in infants with Stage IV neuroblastoma has been reported. Twenty-four infants with Stage IV neuroblastoma have been treated at the Dana-Farber Cancer Institute/The Children's Hospital, and the Joint Center For Radiation Therapy, Boston, Massachusetts, between 1970 and 1988. Twenty-three of these patients were treated with multiagent chemotherapy and one with a single drug. In the initial report, ten of 11 patients were alive without evidence of disease after intensive therapy. In this report the authors update their initial series of patients and include 13 additional patients who subsequently presented to our institutions with Stage IV neuroblastoma younger than 1 year of age. The 5-year actuarial event-free survival for the 24 patients is 75%. No patient without bone metastases died from neuroblastoma, and 12 of 16 patients with bone metastases remained disease free. These results confirm that infants with Stage IV neuroblastoma have a very good prognosis when treated with intensive multiagent chemotherapy. "
74,3,"Structure, expression and function of a schwannoma-derived growth factor. During the development of the nervous system, cells require growth factors that regulate their division and survival. To identify new growth factors, serum-free growth-conditioned media from many clonal cell lines were screened for the presence of mitogens for central nervous system glial cells. A cell line secreting a potent glial mitogen was established from a tumour (or 'schwannoma') derived from the sheath of the sciatic nerve. The cells of the tumour, named JS1 cells, were adapted to clonal culture and identified as Schwann cells. Schwann cells secrete an autocrine mitogen and human schwannoma extracts have mitogenic activity on glial cells. Until now, neither mitogen has been purified. Here we report the purification and characterization of a mitogenic molecule, designated schwannoma-derived growth factor (SDGF), from the growth-conditioned medium of the JS1 Schwann cell line. SDGF belongs to the epidermal growth factor family, and is an autocrine growth factor as well as a mitogen for astrocytes, Schwann cells and fibroblasts. "
75,0,"Postoperative myocardial ischemia in patients undergoing coronary artery bypass graft surgery. S.P.I. Research Group. Cardiac morbidity and mortality after coronary artery bypass graft (CABG) surgery continue to be significant problems. To determine the prevalence, characteristics, and prognostic importance of postoperative myocardial ischemia after CABG surgery, the authors monitored 50 patients continuously for 10 perioperative days with the use of two-lead electrocardiography (ECG). ECG changes consistent with ischemia were defined as a reversible ST depression of 1 mm or greater or an elevation of 2 mm or greater from baseline, lasting at least 1 min. Baseline was adjusted for positional changes and temporal drift. All episodes were verified, with the use of the ECG monitor printout (ECG complexes), by two independent blinded investigators. Clinical care was not controlled by study protocol, and clinicians were unaware of the research data collected. Twenty-six of 50 patients (52%) had 207 episodes of perioperative ischemia (3,409 ischemic minutes). Postoperatively, ischemia developed in 48% of patients, compared with 12% preoperatively and 10% intraoperatively before bypass. Postoperative ischemia was most common in the early period (postoperative days [PODs] 0-2; 38% of patients), peaking during the first 2 h after revascularization, and less common during the late postoperative period (PODs 3-7; 24% of patients). Almost all (120 of 122; 98%) postoperative episodes (after tracheal extubation) were asymptomatic: only 9 of 70 (13%) early episodes were detected by clinical ECG monitoring. Postoperative ischemia did not appear to be related to acute changes in myocardial oxygen demand: only 39% of the postoperative episodes were preceded by a greater than 20% increase in heart rate. However, tachycardia persisted throughout the postoperative week (22-33% of all heart rates greater than 100 beats per min), and patients with postoperative ischemia (POD 0) more frequently had tachycardia (median 43% vs. 12% of the time; P less than 0.01). Five adverse cardiac outcomes occurred on the day of surgery; all five were preceded by postoperative ischemia, three by intraoperative ischemia before bypass, and none by preoperative ischemia. Patients with late postoperative ischemia did not have an adverse cardiac outcome. The authors conclude the following: 1) ischemia is more prevalent postoperatively than preoperatively or intraoperatively before bypass; 2) the incidence of postoperative ischemia peaks shortly after revascularization, during which time it is symptomatically silent, difficult to detect, and related to adverse cardiac outcome; 3) late postoperative ischemia also is silent, but it is less prevalent and not associated with in-hospital adverse cardiac outcome; and 4) a relationship between ischemia and persistently elevated postoperative heart rate may exist and warrants additional investigation. "
76,2,"Cathepsins D and E in normal, metaplastic, dysplastic, and carcinomatous gastric tissue: an immunohistochemical study. Immunohistochemical distributions of cathepsins D and E were determined in normal mucosa, metaplastic, dysplastic, and cancerous lesions of the human stomach. Cathepsins D and E were localised in the foveolar epithelium and parietal cells of the normal gastric mucosa, but their intracytoplasmic distributions were different - cathepsin E distribution was even and diffuse in the cytoplasm while cathepsin D was found in coarse intracytoplasmic granules. Chronic inflammation and ulcer did not influence the distribution of these enzymes. No positive staining was obtained in the incomplete type of intestinal metaplasia, dysplasia, and well differentiated adenocarcinoma. Tumour cells of signet ring cell carcinoma and poorly differentiated adenocarcinoma cells, however, gave strong and diffuse stainings for cathepsins D and E in the cytoplasm. The results suggest that the distribution of cathepsins D and E is related to each specialised function of the foveolar epithelium and the parietal cells, and that their disappearance is associated with development of well differentiated adenocarcinoma from intestinal metaplasia. "
77,0,"Neurological sequelae of cerebral malaria in children. Out of 604 Gambian children admitted with falciparum malaria to one hospital between September and December, 1988, 308 had cerebral malaria and 203 were severely anaemic (haemoglobin less than 60 g/l). 14% of those with cerebral malaria died, as did 7.8% of those with severe anaemia. 32 (12%) of children surviving cerebral malaria had residual neurological deficit. 69 other children were admitted with clinical features strongly suggestive of cerebral malaria but with negative blood films; 16 of these died and 3 had residual neurological deficits. The commonest sequelae of cerebral malaria were hemiplegia (23 cases), cortical blindness (11), aphasia (9), and ataxia (6). Factors predisposing to sequelae included prolonged coma, protracted convulsions, severe anaemia, and a biphasic clinical course characterised by recovery of consciousness followed by recurrent convulsions and coma. At follow up 1-6 months later over half these children had made a full recovery, but a quarter were left with a major residual neurological deficit. Cerebral malaria in childhood may be an important cause of neurological handicap in the tropics. "
78,3,"Environmental risk factors in siblings with Parkinson's disease. To investigate possible risk factors in Parkinson's disease, we conducted a case-controlled study of 19 families having two or more siblings with Parkinson's disease. Demographic data were collected, including lifetime histories of places of residence; sources of drinking water; occupations, such as farming; and exposure to herbicides and pesticides. Rural living and drinking well water, but not farming and herbicide exposure, were significantly increased in 38 parkinsonians compared with 38 normal control subjects. A comparison of parkinsonian siblings with siblings with essential tremor revealed no differences in any risk factors for the years of shared environment. These data suggest that living in a rural environment and drinking well water are risk factors for Parkinson's disease and that the total life exposure to an environmental toxin may be more important than exposure in early life. "
79,1,"Hemangiopericytoma of the sternum. Hemangiopericytoma of the chest wall is a rare tumor. We describe a patient with malignant hemangiopericytoma of the sternum who was treated with primary surgical resection and discuss the clinical, radiographic, and histologic features of the case. Surgical resection is the primary mode of therapy. High-dose radiotherapy and chemotherapy with a doxorubicin hydrochloride-containing combination may be warranted in certain cases. "
80,2,"Paf-acether synthesis by Helicobacter pylori. Clinical studies suggest that Helicobacter pylori may play a role in the pathogenesis of gastroduodenal ulcers in man but direct evidence of mucosal injury by this microorganism is still lacking. Paf-acether (paf) causes a number of disorders including ischaemic bowel necrosis and gastroduodenal ulceration. Since paf is produced by Escherichia coli, we investigated whether it could be synthesised by H pylori. Five H pylori isolates were collected from antral biopsy specimens from patients with gastritis and duodenal ulcer and cultured with selective antibiotics. Colonies obtained from both blood agar and brucella broth medium were used. Paf was determined by platelet aggregation assay after ethanolic extraction and subsequent purification by high performance liquid chromatography. Paf was detected in H pylori in blood agar plates (680 (390) pg paf/1 x 10(6) organisms) but not in bacteria cultured on brucella broth medium. Supplementation of the latter medium with lyso paf and acetyl-CoA, two paf precursors present in high amounts in the mammalian intestine, induced paf production in three of five isolates. The platelet aggregating material extracted from H pylori exhibited biological and physiochemical characteristics identical to those of paf released from eukaryotic cells. These findings suggest that H pylori may add to the local production of paf in inflamed gastric mucosa. "
81,3,"Isolation of sequences that span the fragile X and identification of a fragile X-related CpG island [published erratum appears in Science 1991 Apr 26;252(5005):494] Yeast artificial chromosomes (YACs) were obtained from a 550-kilobase region that contains three probes previously mapped as very close to the locus of the fragile X syndrome. These YACs spanned the fragile site in Xq27.3 as shown by fluorescent in situ hybridization. An internal 200-kilobase segment contained four chromosomal breakpoints generated by induction of fragile X expression. A single CpG island was identified in the cloned region between markers DXS463 and DXS465 that appears methylated in mentally retarded fragile X males, but not in nonexpressing male carriers of the mutation nor in normal males. This CpG island may indicate the presence of a gene involved in the clinical phenotype of the syndrome. "
82,2,"Cirrhosis and portal hypertension in a patient with adult Niemann-Pick disease. A woman with known Niemann-Pick disease, type B, presented at age 33 with upper gastrointestinal bleeding, ascites, and peripheral edema. Evaluation showed massive hepatosplenomegaly, infiltration of the liver with Niemann-Pick cells, cirrhosis, and evidence of portal hypertension. Chronic gastrointestinal bleeding, thrombocyctopenia, and platelet dysfunction were treated successfully by splenectomy. Cirrhosis and portal hypertension have not been reported previously in adult Niemann-Pick disease in the absence of some other cause. "
83,2,"Acute upper gastrointestinal bleeding in elderly persons [clinical conference] We have seen that UGI bleeding is a serious and apparently growing problem for seniors. Of special concern in the older patient are the frequency with which serious peptic disease presents silently, the limitation frequently imposed on adequate pain relief from NSAIDs, and the higher complication rates from most of the causes of UGI bleeding. Care of the elderly would be enhanced by research focused on defining those older patients most at risk of experiencing NSAID-induced peptic complications, improved methods for preventing or treating NSAID-induced ulceration that are well tolerated and cost-effective, and better regimens for preventing the recurrence of ulcers and UGI bleeding in these patients. In regard to the last, future investigation of the role of H. pylori, methods for successfully eliminating the organism, and the effect of eradication on patients' subsequent course may be particularly helpful. "
84,4,"Regurgitation of fat and marrow emboli into coronary veins during resuscitation. Three groups of patients were examined at autopsy for the presence of fat and marrow emboli in the lungs, heart, and other organs. Group 1 was composed of patients with massive pulmonary thromboembolism and attempted cardiopulmonary resuscitation; group 2, patients with pulmonary thromboembolism and without attempted cardiopulmonary resuscitation; and group 3, patients without pulmonary thromboembolism and with attempted cardiopulmonary resuscitation. The results confirm that pulmonary fat and marrow emboli are frequent in those patients who are resuscitated. A novel observation is the finding of multiple coexistent cardiac venous emboli in those resuscitated patients who have pulmonary artery obstruction with pulmonary thromboemboli. These findings suggest that these emboli regurgitate from the right side of the heart to the coronary sinus and cardiac veins in cases of pulmonary artery hypertension. "
85,4,"Role of tolerance in cloxacillin treatment of experimental Staphylococcus aureus endocarditis. The role of Staphylococcus aureus tolerance was investigated in endocarditis in rats. The efficacies of cloxacillin, gentamicin, and a combination of the two were compared for animals infected with a tolerant strain, its kill-sensitive variant, or a nonisogenic nontolerant strain of S. aureus. Cloxacillin was significantly less effective for treating the tolerant than for the nontolerant strains. The addition of gentamicin to cloxacillin reduced bacterial numbers in endocardial vegetations for the tolerant strain comparable to the reduction by cloxacillin alone for the nontolerant strains, but had no additional effect for the nontolerant strains. Isolates from animals infected with the tolerant or nontolerant strains during antibiotic treatment remained tolerant or nontolerant. These results show that the in vitro phenomenon of tolerance is relevant in vivo. "
86,4,"Assessment of myocardial perfusion in patients after the arterial switch operation. In 21 patients who had undergone the arterial switch operation, the adequacy of myocardial perfusion was evaluated by thallium-201 computed scintigraphy 2.6 +/- 2 (0.3-7) yr after surgery. Fourteen patients had undergone the arterial switch procedure after pulmonary artery banding and seven as a primary repair. Isoproterenol stress increased the heart rate by at least 55%. Tomographic imaging was performed at peak stress and 3 hr later in the reperfusion phase. Nine patients had perfusion defects. The perfusion defects were located at the left ventricular apex in four (with extension to the inferolateral wall in one), left ventricular anterolateral wall in two, ventricular septum in one, left ventricular inferior wall in one, and right ventricular free wall in one. Some of these defects could be due to myocardial damage at the time of surgery, but these results also raise concern about long-term adequacy of myocardial perfusion following the arterial switch procedure. "
87,0,"Evaluating tooth eruption on sealant efficacy. For patients aged 5 to 9 and 11 to 14, 100 occlusal surfaces on newly erupting permanent molars were treated with a self-curing pit and fissure sealant. All teeth were categorized according to stage of eruption and sealant thickness of the coating applied. After 36 months, 75 surfaces were examined for a final evaluation; 52 surfaces (70%) did not need retreatment. Of the 23 surfaces retreated as a result of sealant loss or marginal deterioration, 18 were retreated only once in the six recall evaluations. Those molars treated originally with the operculum covering the distal marginal ridge of the occlusal surface had twice the probability for retreatment as teeth not treated until the entire marginal ridge was exposed. The thickness of the sealant coating did not affect the early signs of sealant failure. "
88,2,"Gynecomastia. A bothersome but readily treatable problem. Although breast enlargement in boys and men can cause both psychological and physical distress, the disorder is rarely serious and is readily treatable. Several factors can lead to the estrogenic excess that causes growth of breast tissue. Dr Jacobs describes a patient with gynecomastia related to cirrhosis of the liver who responded promptly to a brief course of tamoxifen citrate therapy. "
89,4,"Carotid artery disease in patients with head and neck carcinoma. Irradiation has been shown experimentally to cause accelerated development of atherosclerosis in exposed large arteries. However, occurrence of such an entity in carotid arteries of patients after treatment for head and neck carcinoma is unknown. Therefore, we reviewed 179 patient charts who had undergone head and neck operations with or without irradiation between 1979-1987. Of these 179 patients, 107 (59.8%) were dead at time of follow-up. Cause of death was unknown in 42 (40%) patients; in the remainder included: respiratory arrest--33; carcinoma-related--18; cardiac--6;pneumonia--7; and trauma--1. Average interval from treatment to death was 23.5 months. Of the 72 patients known to be alive, follow-up was obtained in 52 patients. Their average age was 64.9 years. Risk factors for atherosclerosis included: male gender--43; smoking--50; hypertension--9; diabetes--4; coronary artery disease--12; and peripheral vascular disease--4. Seventy-five per cent of these patients received postoperative irradiation. Average follow-up was 64.5 months. Duplex scans were performed on 34 patients. Three patients had common or internal carotid stenoses greater than 75 per cent. All of these patients had received irradiation and none of them were symptomatic. Seven patients had carotid stenoses between 50 to 75 per cent; five of these had received irradiation. Of these five patients, one had a stroke 60 months postoperatively, and one had a TIA 36 months postoperatively. The remaining 58 patients (of which 48 had irradiation) had carotid stenoses less than 50 per cent and none were symptomatic. "
90,3,"Persistence and remission of depressive symptoms in late life. OBJECTIVE: The relation of poor health to the onset of depression symptoms in late life is well recognized, but little attention has been given to characteristics that might predict persistence or remission of depressive symptoms. In previous analyses the authors found that increasing disability and declining health preceded the emergence of depressive symptoms in older community residents and accounted for 70% of the variance explained by discriminant analyses. The aim of the present analysis was to examine the relevance of changes in health and disability to the persistence of depressive symptoms. METHOD: A representative sample of 1,855 adults aged 65 or older were assessed with the Center for Epidemiologic Studies Depression Scale at baseline. Twenty-four months later, 1,577 individuals were available for a second assessment of depressive symptoms. The characteristics of the 97 community residents whose depressive symptoms persisted over 24 months were compared to those of the 114 whose symptoms remitted. RESULTS: Changes in health, differences in age, sleep disturbance, and added formal support services accounted for more than 30% of the variance between the persistently depressed and remission groups. Advanced age and worsening health were associated with persistent symptoms, improved health with remission. CONCLUSIONS: Previous studies have indicated that untoward changes in health and disability play a major role in the onset of depressive symptoms. These findings show a substantial contribution to chronicity as well. "
91,0,"Human atherosclerotic coronary artery xenografts: a model for investigation of transluminal recanalization. A model for testing transluminal recanalization techniques was developed. Fragments of human atherosclerotic coronary arteries were transplanted into carotid arteries of dogs and evaluated by angiographic, angioscopic, and histologic study within a three-month period. An inflammatory response was most intense within the first week. By two weeks no inflammation was noted. Total occlusion (n = 13) and stenosis (n = 11) of the carotid arteries were achieved without complications. The model is easy to produce within a short period and the arterial occlusion resembles human vascular disease. This model has been used to evaluate laser recanalization of vascular obstructions. "
92,0,"Intraoperative monitoring of the facial nerve during decompressive surgery for hemifacial spasm. In 11 consecutive patients, intraoperative electromyographic (EMG) recordings were made from the facial muscles during microvascular decompression for hemifacial spasm. In one patient, recordings could not be obtained for technical reasons, and two patients had no abnormality. In the remaining eight patients, the abnormal response resolved before decompression in two, resolved immediately at the time of decompression in five, and failed to resolve in one. All patients were relieved of their hemifacial spasm. In the five patients whose abnormalities resolved at the time of decompression, there was a precise intraoperative correlation between decompression of the nerve and disappearance of the abnormal EMG response. In three cases, this was a useful guide to the need to decompress more than one vessel. These results confirm the findings of Moller and Jannetta, support the use of this technique for intraoperative monitoring of facial nerve decompression procedures, and provide strong circumstantial evidence that vascular cross-compression is an important etiological factor in hemifacial spasm. "
93,4,"Natural history of moderate aortic stenosis. The natural history of severe, symptomatic aortic stenosis has been well documented. However, the natural history of moderate aortic stenosis remains poorly understood. Therefore, a group of 66 patients was identified who had a diagnosis of moderate aortic stenosis at the time of cardiac catheterization (aortic valve area 0.7 to 1.2 cm2) and who did not have surgical therapy during the 1st 180 days after cardiac catheterization. During a mean follow-up period of 35 months, 14 patients died of causes attributed to aortic stenosis and 21 underwent aortic valve replacement. The estimated probability for remaining free of any complication of aortic stenosis at the end of the first 4 years was 59%. Symptomatic patients with decreased ejection fraction or hemodynamic evidence of left ventricular decompensation were at greater risk for these complications. It is concluded that patients with moderate aortic stenosis are at significant risk for the development of complications. "
