,condition_label,medical_abstract
57,3,"Topographic comparative study of magnetic resonance imaging and electroencephalography in 34 children with tuberous sclerosis. A series of 34 children with confirmed tuberous sclerosis (TS) were studied prospectively by both EEG and magnetic resonance imaging (MRI) at ages ranging from 5 months to 18 years. Size and topography of the cortical tubers were analyzed on axial and coronal views, in T2 sequences, and the large tubers greater than 10 mm were studied. In addition, EEG follow-up data were reviewed retrospectively. Twenty-six patients (76%) had both MRI large cortical tubers and EEG foci, 3 had normal EEG, 2 had normal MRI, and the remaining 3 had only small tubers. The number of large tubers was significantly related to EEG foci. A topographic MRI/EEG correspondence was observed for at least one tuber in 25 of the 26 patients, and correspondence was complete in 10 patients. Large cortical tubers without corresponding EEG foci were observed in 11 patients; these tubers mainly involved the frontal regions and were found before the patients were 2 years old. EEG foci without corresponding tubers were observed in 4 patients. In addition, secondary bilateral synchrony was preferentially observed in patients with frontal lesions and after the age of 2 years. These data confirm that the cortical tubers are epileptogenic and that their expression may be influenced by regional cortical maturation. "
58,1,"Regional differences in the intranodal distribution of tumor cells. The intranodal distribution of tumor cells was examined in 103 mesenteric and 135 axillary nodes to determine the frequency of a circumferential type of distribution and its relationship, if any, to central necrosis. Eighteen percent of the mesenteric nodes removed at surgery from patients with colon cancer contained a circumferential rim of viable tumor cells in an area corresponding wholly or in part to the normal location of the marginal sinus. In each case this rim of tumor cells surrounded a large central area of necrosis. In contrast, only one of the 135 axillary nodes removed from patients with breast cancer demonstrated this pattern. These findings suggest that by interrupting blood and lymph vessels, the circumferential spread of tumor cells underlies development of central necrosis. Previously described structural dissimilarities between mesenteric and axillary nodes may explain the striking difference in incidence of this pattern in these nodes. "
59,4,"Regional changes in creatine kinase and myocyte size in hypertensive and nonhypertensive cardiac hypertrophy. Several intracellular enzymes have been shown to have altered total activity or isoenzyme composition in cardiac hypertrophy. This study tests the hypothesis that the accumulation of the fetal-type (BB + MB) creatine kinase (CK) isoenzymes in hypertrophied adult myocardium is related to an increase in blood pressure. Consideration was made for the location, size, and hemodynamic load of the myocytes. By using the two-kidney, one-clip (2K1C) rat model of renal hypertension with and without hydralazine treatment, CK (total and isoenzyme), lactate dehydrogenase, and citrate synthase activities and myocyte size were measured. An increased heart weight/body weight ratio occurred in both untreated 2K1C rats (4.15 +/- 0.09) and hydralazine-treated 2K1C rats (4.12 +/- 0.13) as compared with control rats (3.25 +/- 0.10). Blood pressure was high only in untreated 2K1C rats (196 +/- 9 mm Hg), as compared with hydralazine-treated 2K1C rats (142 +/- 6 mm Hg) and control rats (135 +/- 3 mm Hg). Myocytes were isolated from five ventricular regions: left ventricular epicardial and endocardial free wall, left and right halves of the interventricular septum, and right ventricular free wall. Regional differences in normal and hypertrophied myocardium were demonstrated for morphological and biochemical parameters, with the greatest changes occurring in left ventricular endocardium. The shift in CK isoenzyme expression toward accumulating more BB + MB was greater in ""hypertensive hypertrophy"" (untreated 2K1C rats) than in ""nonhypertensive hypertrophy"" (hydralazine-treated 2K1C rats). Calculations incorporating isolated myocyte volume showed that the cellular content of total CK remained the same during the hypertrophic process, accounting for a decrease in the tissue activity. Measurement of lactate dehydrogenase and citrate synthase activities suggests that hypertrophied myocardium has relatively higher glycolytic capacity and that this effect is exacerbated in the presence of high blood pressure. We conclude that increased blood pressure is more closely linked to the fetal CK isoenzyme shift than is hypertrophy alone. "
60,2,"Genital herpes simplex virus infections. There has been a dramatic increase in patient visits to physicians for evaluation and treatment of genital herpes infections. This has resulted in part from an increase in genital herpes infections, particularly severe, first-episode genital herpes infections in adults without prior HSV-1 infection. Virus culture remains the most sensitive and specific method for diagnosis, and use of viral cultures is encouraged. Type-specific antibody tests have been employed in studies documenting the role of asymptomatic shedding of HSV in transmission of genital infections, the role of genital HSV in transmission of HIV, the predominance of asymptomatic and unrecognized infections in those infected with HSV-2, and the presence of past asymptomatic or unrecognized acquisition of HSV-2 in 25% of persons presenting with first-episode genital herpes. Unfortunately, commercially available serologic tests do not reliably differentiate between antibody to HSV-1 and HSV-2. Recent studies suggest that the annual risk of transmission from a sexual partner with genital herpes is about 10% in heterosexual couples. Currently, promotion of ""safe sex"" is the only available approach for prevention of transmission. However, ongoing research is focused on the development of an effective vaccine. Acyclovir should be used routinely in persons with first-episode genital herpes, but careful evaluation is needed in persons with recurrent genital herpes to determine whether episodic or suppressive treatment is indicated. Acyclovir should also be used routinely for episodic or suppressive treatment of HSV infections in persons with AIDS. Additional antiviral agents are needed for more effective suppressive therapy and for treatment of ACV-resistant HSV infections in the immunocompromised host. "
61,4,"Doppler echocardiographic assessment of the St. Jude Medical prosthetic valve in the aortic position using the continuity equation. To test whether the continuity equation can be applied to the noninvasive assessment of prosthetic aortic valve function, Doppler echocardiography was performed in 67 patients (mean age, 58 +/- 14 years) within 10 +/- 6 days after valve replacement with St. Jude Medical valves. All patients were clinically stable and without evidence of valve dysfunction. Valve size ranged from 19 to 31 mm, and ejection fraction ranged from 30% to 75%. With the parasternal long-axis view, the left ventricular outflow diameter measured just proximal to the prosthetic valve correlated well with valve size (r = 0.92). Doppler-derived maximal gradients ranged from 9 to 71 mm Hg. Effective prosthetic aortic valve area by the continuity equation ranged between 0.73 cm2 for a 19-mm valve and 4.23 cm2 for a 31-mm valve. With analysis of variance, effective orifice area differentiated various valve sizes (p less than 10(-14)) better than did gradients alone (p = 0.003) and correlated better with actual valve orifice area (r = 0.83 versus - 0.40). A Doppler velocity index, the ratio of peak velocity in the left ventricular outflow to that of the aortic jet, averaged 0.41 +/- 0.09 and was less dependent on valve size (r = 0.43). Thus, the continuity equation can be applied to the assessment of prosthetic St. Jude valves in the aortic position. By accounting for flow through the valve, it provides an improved assessment over the sole use of gradients in the evaluation of prosthetic valve function. "
62,2,"Experimental study of starch-induced intraperitoneal adhesions The effects of starch on the development of postoperative adhesions were examined in 144 Sprague Dawley rats. Groups of rats were injected intraperitoneally with suspensions of washings from starched gloves, starch-free gloves and starch-poor washed gloves, and after operative manipulation of the bowel. The incidence of adhesions was greatest (78 per cent) after laparotomy and injections of starch-rich washings and least when starch-poor (33 per cent) or starch-free glove suspensions (37 per cent) were used, confirming an advantage for washing gloves or switching to starch-free products. "
63,2,"Colonoscopic fine needle aspiration cytology in the diagnosis of ileocecal tuberculosis. Two cases of ileocecal tuberculosis are presented. The diagnosis was achieved by endoscopic fine needle aspiration cytology (FNAC), while endoscopic biopsies and brush cytology were negative. The usefulness of endoscopic FNAC in the diagnosis of gastrointestinal tract tuberculosis is highlighted. "
64,2,"An epidemic outbreak of cryptosporidiosis: a prospective community study from Guinea Bissau. In the first year of a prospective community study of childhood diarrhea conducted in a semiurban area in the capital of Guinea Bissau, Cryptosporidium sp. was found in 73 (6.0%) of 1216 episodes of diarrhea. The parasite was the second most prevalent intestinal parasite, and the only one significantly associated with diarrhea (OR = 2.79, P = 0.0006). The seasonal distribution was striking, with a peak prevalence in the beginning of the rainy season (May 17.6%) when an epidemic outbreak of diarrhea started. The prevalence was highest in children younger than 18 months, an age at which prevalences of other intestinal parasites were low. This reverse age pattern may possibly be explained by the small infective dose needed to create severe infections, by air-borne transmission and by the development of protective immunity. "
65,3,"Hydromyelic hydrocephalus. Correlation of hydromyelia with various stages of hydrocephalus in postshunt isolated compartments. The clinical features and pathophysiology of specific forms of hydromyelia are analyzed in this report together with the chronological changes of associated hydrocephalus. Nine patients were studied; all had hydromyelia with varying degrees of associated hydrocephalus. Clinically applicable classification systems were used to evaluate the progression of hydrocephalus (Stages I to IV) and to define the compartment isolated after shunting in the previously communicating cerebral ventricles (Types I to IV). Four patients had Stage IV disease (holoneural canal dilatation); one had Stage II and four had Stage I disease (both Stages I and II with supratentorial hydrocephalus). All patients were initially treated by ventriculoperitoneal shunting at an average age of 9.9 years. Five patients had progressive spinal symptoms before or after treatment of their hydrocephalus. Two patients had Type III isolation (an isolated rhombencephalic ventricle) with a functioning ventricular shunt; ventriculography confirmed a communication between the fourth ventricle and the hydromyelia, and both patients improved after placement of a shunt in the fourth ventricle. The remaining patients had Type IV isolation (isolated central canal dilatation) with a functioning ventricular shunt. This study indicates that in some cases the pathophysiology of hydromyelia is closely related to associated hydrocephalus. A new concept of the development of an isolated compartment after shunting is proposed to explain the progression of hydromyelia in these cases. "
66,2,"Quantification of hepatobiliary function as an integral part of imaging with technetium-99m-mebrofenin in health and disease. A study was undertaken to check the feasibility of measuring the hepatic extraction fraction (HEF) and excretion T-1/2 values as an integral part of hepatobiliary imaging with technetium-99m-mebrofenin in health and disease. In 18 controls subjects, the HEF was 100% and the T-1/2 excretion mean +/- s.e. value was 15.23 +/- 1.4 min. The mean appearance times of the common bile duct (CBD), gallbladder (GB), and small intestine were 15.8 +/- 1.52, 20.2 +/- 2.7, and 23.8 +/- 3.08 min, respectively. Rising serum bilirubin in patients decreased HEF and increased T-1/2 excretion value resulting in delayed appearance of CBD, GB, and small intestine. In control subjects and patients with bilirubin less than 5 mg%, T-1/2 excretion values at 30, 40, and 50 min were similar to those values calculated using the entire 60 min of data, suggesting that the hepatic phase study time could be reduced to 30-40 min and still use the normal reference values established for 60 min. In patients with bilirubin greater than 5 mg%, the data collection duration should be continued for 60 min. "
67,3,"The cholecystokinin receptor antagonist devazepide enhances morphine-induced analgesia but not morphine-induced respiratory depression in the squirrel monkey. The effects of the cholecystokinin antagonist devazepide on analgesia and respiratory depression induced by morphine in squirrel monkeys were examined. Pain thresholds were determined using the tail withdrawal procedure, in which monkeys restrained in chairs kept their tails in cool (35 degrees C) water for at least 20 sec, but withdrew them from warm (55 degrees C) water in less than 4 sec. Morphine produced a dose-related increase in tail withdrawal latencies from warm water. Devazepide (injected i.p. or p.o.) had no effect on tail withdrawal latencies when given alone but enhanced the analgesic effects of morphine. The devazepide dose-response curve for morphine enhancement was bell-shaped with doses of 3, 10, 30 and 100 micrograms/kg injected i.p. increasing morphine analgesia whereas higher and lower dose did not. In a separate group of monkeys, morphine produced dose-dependent decreases in respiratory rate and oxygen tension and increases in carbon dioxide tension. In contrast to its effects on morphine analgesia, devazepide had no effect on the various indices of morphine-induced respiratory depression. These data suggest that devazepide may have therapeutic utility as an adjuvant to morphine analgesia allowing lower dose of the opiate to be used to relieve pain and reducing the risk of opiate-induced respiratory depression. "
68,3,"The anatomical basis of the caecocentral scotoma. New observations and a review. It is shown that the 'papillomacular bundle' of optic nerve fibres, although a concept discussed frequently in the clinical literature, lacks a clear anatomical definition. It is suggested that the explanation for this is that the 'bundle' was originally described in autopsy studies of toxic amblyopia, not normal anatomy. The optic nerve fibre projection and vascular architecture of the caecocentral region of the retina is described. These anatomical features are discussed in relation to a number of possible anatomical explanations for the fact that a caecocentral scotoma is the characteristic field defect found in toxic amblyopia. We have been unable to identify a distinct anatomical feature which might explain this vulnerability but suggest that the problem has not as yet been clearly addressed by anatomists. "
69,4,"Iliac artery stenosis and occlusion: preliminary results of treatment with Gianturco expandable metallic stents. Ten patients with atherosclerotic stenosis or occlusion of the iliac artery were treated with Gianturco expandable metallic stents. In the five cases of stenosis, only balloon dilation was performed prior to placement of stents. The five patients with occluded arteries were given intraarterial infusions of urokinase before balloon dilation and stent placement. Clinical symptoms improved in all patients, and no technical failures or complications occurred. Doppler ankle-brachial index studies were performed in nine cases, and in all nine cases the indexes improved after stent placement. During follow-up of 2-18 months (mean, 10.3 months), all arteries remained patent. Follow-up angiograms showed slight intimal thickening and no restenosis. Long-term follow-up and more clinical experience will be necessary to evaluate the efficacy of this stent. However, preliminary results suggest that the Gianturco expandable metallic stent is of value in the treatment of arterial occlusive disease. "
70,3,"Effect of nicardipine on somatosensory evoked potentials in patients with acute cerebral infarction. We evaluated the effect of nicardipine, a calcium channel blocker, on somatosensory evoked potentials (SEP) in 26 patients with acute cerebral infarction. Post treatment, 58% (15/26) of the N20 and P25 latencies were prolonged in the affected hemispheres; 8% (2/26) were shortened; and 35% (9/26) did not change. The mean N20 and P25 latencies were significantly prolonged two hours post treatment in the affected hemisphere (N20, P less than 0.01, P25 P less than 0.01). Nicardipine (Ni) had no effect on SEP components in the intact hemispheres. Seventy five per cent of the 12 patients with hypertension had a decrease in blood pressure (BP) after taking nicardipine, but there were no undesirable side effects or worsening of neurological signs. Our study demonstrates that nicardipine prolongs the latencies of short-latency components of SEP in the affected hemisphere after acute ischaemic stroke and also decreases BP. These observations suggest that nicardipine therapy might impair neuronal function in the ischaemic zone. "
71,2,"Modulatory action of adenosine on gastric function and ethanol-induced mucosal damage in rats. This study examines the gastric effects of adenosine and its antagonist, theophylline, on secretory function, mucosal blood flow, and on ethanol-induced glandular mucosal damage in rats that were fasted for 24 hr before experimentation. The animals were anesthetized with sodium pentobarbitone (50 mg/kg intraperitoneal) and their tracheae cannulated. An ex vivo stomach chamber then was prepared. The luminal bathing solution was collected every 15 min and the concentrations of H+ and Na+ were determined by a pH autotitrator and an ionmeter, respectively. The glandular mucosal blood flow was measured by a laser Doppler flowmeter and the severity of lesions was determined by measuring the hemorrhagic areas. Adenosine administration (2.5 or 7.5 mg/kg, subcutaneous) markedly lowered the H+ and Na+ output but increased the secretory volume and mucosal blood flow in a dose-dependent manner. The same doses of the nucleoside also prevented ethanol-induced mucosal damage. These effects were prevented by pretreatment with theophylline (30 or 60 mg/kg, subcutaneous). Ethanol given alone significantly depressed the H+ and Na+ secretion. Both effects were not modified by adenosine treatment. However, the depressive action of ethanol on mucosal blood flow was prevented by adenosine. These findings indicate that adenosine modulates the physiological function of the stomach. It also directly activates the defensive mechanism of the stomach, which is partially mediated by the improvement of the gastric mucosal blood flow and an increase in the nonacid component of gastric secretion. "
72,2,"Pancreatic response to percutaneous biliary drainage: a prospective study. To evaluate the effects of percutaneous biliary drainage (PBD) on the pancreas, serum amylase levels were measured for 7 consecutive days after PBD and compared with baseline values in 50 patients who underwent a total of 53 PBD procedures. Of the 45 patients with normal baseline serum amylase levels, 12 patients (24%) developed postprocedural hyperamylasemia without clinical symptoms and five patients (10%) developed postprocedural hyperamylasemia with clinical signs of pancreatitis. Five patients who presented with elevated baseline serum amylase levels demonstrated decreases into the normal range after placement of stents without initiation of bowel rest or liquid diet. The level of biliary obstruction proved insignificant, as did the nature of the obstructing disease, in determining which patients would experience hyperamylasemia or pancreatitis after PBD. It is concluded that the frequency of pancreatic insult from PBD may be more common than previously reported and that patient susceptibility is not dependent on the level of biliary obstruction or the nature of the disease. "
73,2,"Laparoscopic cholecystectomy using intracorporeal lithotripsy. Over a 13-month period (November 1988 to December 1989), we performed our first 104 laparoscopic cholecystectomies using an intracorporeal ultrasonic lithotripsy technique. The procedure in three of these patients was converted to an open operation because of hemorrhage with unexpected findings of cirrhosis in two patients and dense subhepatic adhesions in a third. Endoscopic retrograde cholangiopancreatography was successfully used in three other patients in whom common bile duct stones were identified. We encountered only three postoperative complications out of all the laparoscopic cholecystectomies performed. One complication was a biliary fistula that closed spontaneously 1 week after surgery. The remaining complications were attributable to abscesses, one subhepatic and one pelvic, which were aspirated and drained laparoscopically. There were no deaths. Advantages of the laparoscopic approach included decreased perioperative pain, shortened hospitalization, absence of scar, and more rapid return to prehospitalization activities. "
74,4,"Obstruction of mechanical heart valve prostheses: clinical aspects and surgical management. One hundred patients (32 male) aged 5 months to 82 years (median 32 years) underwent 106 surgical procedures for 112 mechanical prosthetic valves obstructed by a thrombus (n = 61) or pannus (n = 7), or both (n = 44), between January 1, 1980 and December 31, 1989. The position of the obstructed prosthesis was aortic in 51 patients (48%), mitral in 49 (46%) and both aortic and mitral in 6 (6%). The types of obstructed prosthetic valves were Bjork-Shiley (n = 51), St. Jude (n = 41) and Medtronic-Hall (n = 20). The time interval between valve replacement and obstruction ranged from 6 weeks to 13 years (median 4 years). Of 63% of patients in whom coagulation variables were available at the time of obstruction, 70% were receiving inadequate anticoagulant therapy. In 63% of the procedures the patient was in New York Heart Association functional class IV. Two patients underwent preoperative thrombolysis with incomplete results. Operative procedures included valve replacement (n = 81), valve declotting and excision of pannus (n = 23) and aortic valve replacement and mitral valve declotting (n = 2). The early mortality rate was 12.3% (13 patients), and there was no difference between surgery for mitral prostheses (12.2%) versus aortic prostheses (13.7%). The perioperative mortality rate was 17.5% (11 of 63 patients) in patients in functional class IV and 4.7% (2 of 43 patients) in those in functional classes I to III (p less than 0.05). For valve replacement, the mortality rate was 12% (10 of 81 patients) and for declotting of the prosthesis 13% (3 of 23 patients). "
75,2,"Factors affecting the enterohepatic circulation of oral contraceptive steroids. Oral contraceptive steroids may undergo enterohepatic circulation, but it is relevant for only estrogens, because these compounds can be directly conjugated in the liver. Animal studies show convincing evidence of the importance of the enterohepatic circulation, but studies in humans are much less convincing. The importance of the route and the rate of metabolism of ethinyl estradiol are reviewed. Some antibiotics have been reported anecdotally to reduce the efficacy of oral contraceptive steroids, but controlled studies have not confirmed this observation. Although gut flora are altered by oral antibiotics, the blood levels of ethinyl estradiol are not reduced, and one antibiotic at least (cotrimoxazole) enhances the activity of ethinyl estradiol. "
76,3,"Bacterial or viral meningitis? Measuring lactate in CSF can help you know quickly. Measurement of cerebrospinal fluid (CSF) lactate is a useful test when properly applied to the appropriate clinical situation and can offer information other CSF parameters cannot provide. Except for Gram's stain of CSF, lactate level is the most important CSF parameter in the early differentiation of viral (aseptic) and bacterial purulent meningitis. "
77,1,"The relationship of Papanicolaou testing and contacts with the medical care system to stage at diagnosis of cervical cancer. The relationship of Papanicolaou (Pap) testing and physician visits to stage at diagnosis of cervical cancer was assessed by interviews with 149 women with invasive cervical cancer and 214 women with in situ cervical cancer. A significantly smaller percent of study subjects with invasive disease than in situ disease had at least one Pap test in the 3 years prior to diagnosis (age- and race-adjusted odds ratio: 3.38). The two groups did not differ in visits to a physician for other reasons during this period. Pap testing decreased with increasing age for both groups, but not physician visits. While 65% percent of the subjects with invasive disease aged between 65 and 79 years had never had a Pap test until diagnosis, 88% had seen a physician in the preceding 3 years. Women with regional or distant invasive disease were least likely to have had Pap tests, and, within this group, those aged between 35 and 64 years were also least likely to have seen a physician. Strategies for early detection must reflect missed opportunities and the need to bring those not receiving care into the system. "
78,4,"Acute myocardial infarction and chest pain syndromes after cocaine use. Seventy patients hospitalized with chest pain after cocaine use were retrospectively evaluated to define the risk and clinical course of acute myocardial infarction (AMI). AMI developed in 22 patients (31%) and transient myocardial ischemia was seen in an additional 9 patients (13%). Coronary risk factors did not distinguish those who developed AMI from those who did not. The presenting electrocardiogram was abnormal in 20 of 22 patients who evolved AMI and in 19 of 48 of those who did not. Creatine kinase levels were elevated in 75% of the patients, including 65% of those who did not develop AMI, but creatine kinase-MB elevations were only observed in the AMI group. The route of cocaine administration did not predict AMI and there was no predilection for a particular coronary vascular bed. The length of time between drug use and onset of AMI pain was often quite prolonged (median interval, 18 vs 1 hour in the non-AMI group). Eight of the patients with AMI underwent cardiac catheterization and 4 had significant coronary narrowing. "
79,2,"Yersinia enterocolitica abscess of the transverse colon. Report of a case. Yersinia enterocolitica abscess of the bowel is a rare entity. Only five cases have previously been reported--none in the surgical literature. A unique presentation for Yersinia infection, abscess of the transverse colon, is described, and the literature of Y. enterocolitica intestinal perforation and abscess is reviewed. "
80,3,"Prognostic factors in the treatment of alopecia areata with diphenylcyclopropenone. One hundred thirty-nine patients with alopecia areata were treated with diphenylcyclopropenone. Before treatment, 85 patients had subtotal or total hair loss (greater than 90% bald area) and in the remaining patients scalp involvement was between 40% and 90%. The following three factors were found to be of prognostic significance: type of alopecia areata as documented before treatment, duration of the disease before therapy, and presence of nail changes. Other factors such as age at onset, sex, presence of atopic features, the extent of variation in the range of diphenylcyclopropenone concentrations during treatment, and sleep disturbances caused by pruritus did not influence the prognosis significantly. "
81,4,"Dynamic association between artery shear flow condition and platelet cytosolic free Ca2+ concentration in human hypertension. 1. Blood cells and vascular endothelial cells are subjected to a wide range of haemodynamically generated shear stress forces. In vitro, membrane stretching or shear stress have been observed to activate ion channels and cell metabolism and to facilitate erythrocyte and platelet aggregation. 2. The present study was designed to evaluate the participation of shear stresses in the control of apparent platelet cytosolic free Ca2+ concentration in hypertensive patients. 3. Shear conditions and platelet cytosolic free Ca2+ concentration in vitro were studied after a dynamic perturbation induced by 3 months of double-blind treatment with one of two beta-antagonists, carteolol and atenolol. Brachial artery wall shear rate and stress were estimated by means of a pulsed Doppler velocimeter, and blood viscosity was measured by a co-axial viscometer at a shear rate of 96 s-1. Platelet cytosolic free Ca2+ concentration was simultaneously measured by using the Quin-2 fluorescent chelator. The direct effect of atenolol and carteolol on platelet cytosolic free Ca2+ concentration in vitro was also measured after addition of the beta-blockers to platelet-rich plasma. 4. Atenolol and carteolol decreased blood pressure similarly but their effects on shear rate (P less than 0.02), shear stress (P less than 0.01) and platelet cytosolic free Ca2+ concentration (P less than 0.05) differed after 3 months of therapy. In contrast, neither of the drugs significantly altered platelet cytosolic free Ca2+ concentration, in vitro per se. 5. In the overall population, strong positive correlations existed not only between changes in platelet cytosolic free Ca2+ concentration and those in shear rate (r = 0.81, P less than 0.001) and shear stress (r = 0.83, P less than 0.001), but also between their absolute values, suggesting a possible haemodynamic shear-dependent modulation of transmembrane Ca2+ transport. "
82,1,"Continent ileocolonic urinary reservoirs for filling and lining the post-exenteration pelvis. Pelvic exenteration has a high complication rate due, in large part, to the extensive raw surfaces and dead space it creates. Numerous techniques have been used to control this space and line these surfaces, but none, to date, has proven to be a reliable solution. We investigated the use of continent ileocolonic urinary reservoirs as a new ""flap"" to fill and line the pelvis in 17 patients, and found that our historical complication rate of 44% for pelvic exenteration was reduced to 18%. These reservoirs appear to be an improved method of managing the post-exenteration pelvis. "
83,1,"Response rates in relapsed Wilms' tumor. A need for new effective agents. Three hundred eighty-one children with Wilms' tumor were treated in the United Kingdom Children's Cancer Study Group WT1 Study (1982 to 1986). Seventy-one patients had relapses during or after treatment with surgery and chemotherapy, and radiation therapy, depending on stage and histologic characteristics. Forty-nine patients were evaluable for disease response to second-line chemotherapy alone. Evaluation of response to chemotherapy was impossible in the remaining patients because either surgery or radiation therapy was used at the time of relapse. With second-line combination chemotherapy (which included ifosfamide, etoposide/VM26, cisplatin/carboplatin, bleomycin, melphalan, and Thiotepa [Lederle Laboratories, Pearl River, NY]), there were five complete responses and 12 partial responses. In patients with favorable histologic findings, six of nine with Stage I, five of ten with Stage II, none of 11 with Stage III, three of 16 with Stage IV, and one of five with Stage V disease survived. Two survivors were treated with chemotherapy alone; the others received combined treatment with chemotherapy, radiation therapy, and/or surgery. For those with unfavorable histologic findings of any stage, only two of 20 survived. The authors conclude that, even for patients with localized disease with favorable histologic findings, the ""salvage"" rate is little more than 50%, and for all other stages and histologic findings the likelihood of cure after relapse is remote. There is clearly a need for additional effective chemotherapeutic agents for these patients. "
84,0,"Induction of inflammatory cell infiltration and necrosis in normal mouse skin by the combined treatment of tumor necrosis factor and lithium chloride. Previously we reported that lithium chloride (LiCl) potentiates tumor necrosis factor (TNF)-mediated cytotoxicity in vitro and in vivo. Here, using a murine normal skin model, it is shown that a subcutaneous injection of TNF plus LiCl induces acute dermal and subcutaneous inflammation and necrosis. Histology showed a marked initial dermal and subcutaneous neutrophil infiltrate by approximately 2 hours, followed by a predominantly mononuclear infiltrate by 24 hours, which remained present for several days. Tumor necrosis factor or LiCl alone induced negligible inflammation, disappearing after 6 hours; furthermore there was never necrosis or ulceration of the overlying skin in case of single-agent application. In vitro studies showed that the combination of TNF and LiCl, but not either agent alone, was directly cytotoxic to fibroblastic cells of murine skin. No inflammatory infiltration was visible in tumors treated intratumorally or perilesionally with TNF plus LiCl, although the latter treatment resulted in a perilesional leukocyte infiltration. Furthermore the combination of TNF and LiCl had no effect on macrophage cytotoxicity to L929 tumors. "
85,2,"Absorption and motility of the bypassed human ileum. The authors assessed absorption and motility of the human ileum after a prolonged period of disuse. In eight patients with ulcerative colitis, a manometric-catheter assembly was placed via the ileostomy into the unused portion of distal ileum two months after ileal pouch-anal anastomosis and temporary diverting loop ileostomy. The distal ileum was perfused at 5 ml/min with an isosmotic solution of either sodium chloride or ileal chyme diluted with sodium chloride for three hours before and three hours after a meal on two consecutive days. Absorption was measured, single and clustered pressure waves were identified and quantitated with the aid of a computer program, and a motility index was calculated. Mean absorption +/- S.E.M. of both perfusates was poor on day 1 (-10 +/- 2 ml/25 cm x 30 min), and the meal induced no ileal motor response. By day 2, however, absorption of both perfusates was much improved (-1 +/- 2 ml/25 cm x 30 min; P less than 0.05), and the number of discrete clustered contractions and the motility index now clearly increased after the meal (2.6 +/- 0.6 vs. 7.2 +/- 1.0 clustered waves/hr; 7.5 +/- 0.5 vs. 9.7 +/- 0.2 motility units/30 min; P less than 0.05). The conclusion was that absorption and motility of the human ileum were impaired after two months of disuse, but that ileal absorption and motility improved one day after the introduction of isosmotic ileal perfusates. "
86,1,"Temporal bone: three-dimensional CT. Part II. Pathologic alterations. Three-dimensional (3D) surface renderings were obtained from routine axial computed tomographic (CT) images in 15 patients with a variety of complex temporal bone abnormalities. The 3D CT reformations served as an adjunct to conventional sectional CT examination. While no diagnosis was substantially changed because of the 3D CT images, they did provide a more global perspective in cases of large tumors and fractures and at the postmastoidectomy site. Three-dimensional CT surface reformations are now practical and may be potentially useful for visualizing temporal bone lesions characterized by complex destructive change. "
87,0,"Comparative studies of DU-PAN-2, carcinoembryonic antigen, and CA19-9 in the serum and bile of patients with pancreatic and biliary tract diseases: evaluation of the influence of obstructive jaundice. The levels of DU-PAN-2 antigen, carcinoembryonic antigen, and CA19-9 in serum and bile of patients with pancreatic and biliary tract diseases were measured. The sensitivities (true positive) of DU-PAN-2 in serum to pancreatic carcinoma (64%) and to biliary tract carcinoma (62%) were similar to those of CA19-9 in serum (69% and 72%, respectively). Nine of 18 (50%) patients with CA19-9-negative pancreatic carcinoma tested positive for DU-PAN-2. The sensitivities of CEA to pancreatic carcinoma (56%) and to biliary tract carcinoma (52%) were lowest. The measurement of these antigens in bile seemed to be of little diagnostic value in differentiating between malignant and benign diseases. False positives of these three assays occurred frequently in patients with benign pancreatic or biliary tract disease coupled with obstructive jaundice. After percutaneous transhepatic biliary drainage, serum DU-PAN-2 and CA19-9 levels returned to normal ranges in patients with benign diseases, but not in patients with carcinoma of the pancreas or of the biliary tract. Serum CA19-9 and DU-PAN-2 antigens are useful tumor markers for pancreatic and biliary tract carcinomas. Longitudinal assays of these antigens may be useful for the differential diagnosis of patients with obstructive jaundice. "
88,1,"Lower extremity weakness as the initial manifestation of lung cancer [published erratum appears in Arch Phys Med Rehabil 1991 Jan;72(1):61] A 55-year-old woman had progressive lower extremity weakness. She had an 80-pack-per-year history of cigarette smoking. Electromyographic findings were consistent with the Lambert-Eaton myasthenic syndrome. Despite a normal chest x-ray, normal laboratory studies, and negative bronchoscopy, investigation for lung cancer was pursued. The final thoracotomy and pathology reports indicated a diagnosis of oat cell carcinoma. After treatment with chemotherapy and radiation therapy, clinical and electrophysiologic findings have resolved. Two years after diagnosis, the patient remains in good health without evidence of recurrence. "
